"facilityid","facilityname","siteaddress","streetnumber","streetdirection","streetname","streettype","streetunit","city","state","zip","typeoffacility","categoryoffacility","inspectiontype","inspectiondate","violationcode","violation","violationpoints","violationtype","violationstatus","inspectionscore","location"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","12B","Non-Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02D","Hygienic Practices",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","05B","Hot and Cold Water Under Pressure",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","14D","Lighting",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","11B","Dishmachine With Accurate Thermometer & Gauge Cock",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","09A","Original Container Properly Labeled",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","08A","Properly Stored",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","11C","Chemical Test Kits Provided Accessible",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02B","Wounds Properly Covered",0,"Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","11A","Refrigeration Units With Accurate Thermometers",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","04A","Manual",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","05C","Backflow Back Siphonage",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02E","Smoking Eating Drinking",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02B","Wounds Properly Covered",0,"Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","04C","In Place",0,"Critical","Not Applicable",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","07A","Evidence of Insects or Rodents",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14G","Premises Maintained",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","07A","Evidence of Insects or Rodents",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","01B","Wholesome Free of Spoilage",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","03B","Rapidly Reheat to 165 Degrees or Greater",0,"Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","07C","Animals Prohibited",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03G","Adequate Equipment to Maintain Food Temperatures",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","06B","Accessible",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","12C","Dishwashing Operations",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","14I","Physical Facilities Adequate Toilet Facilities",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","06C","Soap and Drying Devices",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","03E","Cold Hold at 41 Degrees or Less",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","03A","Cooling Methods",20,"Critical","Out",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","05B","Hot and Cold Water Under Pressure",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","05B","Hot and Cold Water Under Pressure",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","05A","Safe Water Source",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
